排名,MovieID,电影名,周票房,总票房,本周人次,上映天数,票价均价,平均上座人数,票房环比变化,场次环比变化,观影人次环比变化,排名变化,口碑指数,票房日期,单周总票房,单周总场次,单周总人次,页面网址,当前时间
3,388212,美少女特攻队,2074,2076,64,3,33,27,0,0,0,0,,2011/4/11至2011-04-17,13557,213402,406,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/11,12:12.8
4,588622,单身男女,1371,8951,42,18,33,17,-69,-53,-69,-3,,2011/4/11至2011-04-17,13557,213402,406,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/11,12:12.8
5,302456,激战运钞车,978,993,32,6,30,14,0,0,0,0,,2011/4/11至2011-04-17,13557,213402,406,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/11,12:12.8
6,589827,隐婚男女,482,1233,16,10,31,11,-36,6,-34,9999,,2011/4/11至2011-04-17,13557,213402,406,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/11,12:12.8
7,306340,洛杉矶之战,393,22579,12,31,33,13,-85,-68,-85,-5,,2011/4/11至2011-04-17,13557,213402,406,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/11,12:12.9
8,552241,赤焰战场,255,3072,8,17,31,11,-86,-72,-86,-4,,2011/4/11至2011-04-17,13557,213402,406,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/11,12:12.9
9,588931,硬汉2：奉陪到底,181,2251,6,17,32,8,-86,-74,-86,-4,,2011/4/11至2011-04-17,13557,213402,406,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/11,12:12.9
10,592682,万有引力,124,399,4,10,30,8,-55,-28,-53,-1,,2011/4/11至2011-04-17,13557,213402,406,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/11,12:12.9
1,588622,单身男女,4425,7579,133,11,33,26,42,49,43,1,,2011/4/4至2011-04-10,15267,225685,464,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/4,12:13.2
2,306340,洛杉矶之战,2677,22186,83,24,32,28,-31,-45,-32,-1,,2011/4/4至2011-04-10,15267,225685,464,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/4,12:13.2
3,590369,里约大冒险,2188,2188,56,3,39,31,0,0,0,0,,2011/4/4至2011-04-10,15267,225685,464,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/4,12:13.2
4,552241,赤焰战场,1826,2817,57,10,32,22,85,91,89,-1,,2011/4/4至2011-04-10,15267,225685,464,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/4,12:13.2
5,588931,硬汉2：奉陪到底,1283,2071,40,10,32,15,63,75,68,-1,,2011/4/4至2011-04-10,15267,225685,464,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/4,12:13.3
6,589827,隐婚男女,751,752,24,3,32,18,0,0,0,0,,2011/4/4至2011-04-10,15267,225685,464,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/4,12:13.3
7,588765,夜惊魂,487,691,17,9,29,15,140,181,148,9999,,2011/4/4至2011-04-10,15267,225685,464,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/4,12:13.3
8,588802,奋斗,336,520,11,9,30,12,86,115,95,2,,2011/4/4至2011-04-10,15267,225685,464,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/4,12:13.3
9,592682,万有引力,275,275,9,3,31,12,0,0,0,0,,2011/4/4至2011-04-10,15267,225685,464,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/4,12:13.3
10,589847,宅男总动员,263,465,9,10,30,11,33,27,37,-2,,2011/4/4至2011-04-10,15267,225685,464,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/4/4,12:13.3
1,306340,洛杉矶之战,3853,19509,122,17,32,22,-53,-37,-53,9999,,2011/3/28至2011-04-03,11581,204336,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/28,12:13.6
2,588622,单身男女,3122,3154,93,4,33,27,0,0,0,0,,2011/3/28至2011-04-03,11581,204336,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/28,12:13.7
3,552241,赤焰战场,989,992,30,3,33,22,0,0,0,0,,2011/3/28至2011-04-03,11581,204336,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/28,12:13.7
4,588931,硬汉2：奉陪到底,788,788,24,3,33,16,0,0,0,0,,2011/3/28至2011-04-03,11581,204336,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/28,12:13.7
5,591912,整编特工,735,2133,26,13,28,14,-47,-32,-46,-3,,2011/3/28至2011-04-03,11581,204336,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/28,12:13.7
6,590518,守望者：罪恶迷途,685,1680,22,10,31,11,-31,11,-28,-3,,2011/3/28至2011-04-03,11581,204336,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/28,12:13.7
7,588765,夜惊魂,203,203,7,2,30,17,0,0,0,0,,2011/3/28至2011-04-03,11581,204336,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/28,12:13.7
8,589847,宅男总动员,198,202,6,3,30,10,0,0,0,0,,2011/3/28至2011-04-03,11581,204336,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/28,12:13.7
9,573874,刀见笑,192,2177,7,18,29,8,-75,-65,-73,-5,,2011/3/28至2011-04-03,11581,204336,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/28,12:13.8
10,588802,奋斗,181,184,6,2,32,13,0,0,0,0,,2011/3/28至2011-04-03,11581,204336,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/28,12:13.8
1,306340,洛杉矶之战,8249,15656,261,10,32,30,11,98,13,9999,,2011/3/21至2011-03-27,12901,207236,415,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/21,12:14.1
2,591912,整编特工,1398,1398,48,6,29,17,0,0,0,0,,2011/3/21至2011-03-27,12901,207236,415,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/21,12:14.1
3,590518,守望者：罪恶迷途,993,994,30,3,33,16,0,0,0,0,,2011/3/21至2011-03-27,12901,207236,415,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/21,12:14.1
4,573874,刀见笑,784,1984,25,11,32,10,-35,-12,-34,9999,,2011/3/21至2011-03-27,12901,207236,415,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/21,12:14.1
5,591734,关键第四号,338,11361,9,30,37,13,-73,-71,-77,-2,,2011/3/21至2011-03-27,12901,207236,415,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/21,12:14.1
6,587986,房不剩防,263,265,9,6,28,8,0,0,0,0,,2011/3/21至2011-03-27,12901,207236,415,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/21,12:14.1
7,852,寻龙夺宝,258,3128,9,17,29,9,-80,-70,-80,-5,,2011/3/21至2011-03-27,12901,207236,415,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/21,12:14.2
8,573890,观音山,257,6911,8,25,32,9,-76,-66,-76,-3,,2011/3/21至2011-03-27,12901,207236,415,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/21,12:14.2
9,589663,大人物,68,1036,2,17,28,7,-83,-76,-83,-3,,2011/3/21至2011-03-27,12901,207236,415,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/21,12:14.2
10,588622,单身男女,31,32,1,-3,32,121,0,0,0,0,,2011/3/21至2011-03-27,12901,207236,415,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/21,12:14.2
1,306340,洛杉矶之战,7408,7408,231,3,32,53,0,0,0,0,,2011/3/14至2011-03-20,13630,207055,432,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/14,12:14.5
2,852,寻龙夺宝,1294,2870,43,10,30,13,-18,64,-15,1,,2011/3/14至2011-03-20,13630,207055,432,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/14,12:14.5
3,591734,关键第四号,1275,11022,39,23,33,16,-61,-41,-62,-2,,2011/3/14至2011-03-20,13630,207055,432,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/14,12:14.6
4,573874,刀见笑,1200,1200,38,4,32,14,0,0,0,0,,2011/3/14至2011-03-20,13630,207055,432,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/14,12:14.6
5,573890,观音山,1058,6653,32,18,33,13,-66,-45,-65,-3,,2011/3/14至2011-03-20,13630,207055,432,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/14,12:14.6
6,589663,大人物,410,968,14,10,28,10,-26,22,-25,9999,,2011/3/14至2011-03-20,13630,207055,432,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/14,12:14.6
7,591789,奇袭60阵地,226,545,7,10,31,8,-29,37,-24,1,,2011/3/14至2011-03-20,13630,207055,432,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/14,12:14.6
8,588593,将爱情进行到底,154,19320,5,37,33,10,-83,-76,-84,-3,,2011/3/14至2011-03-20,13630,207055,432,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/14,12:14.7
9,590250,致命伴旅,144,13576,4,36,35,13,-86,-80,-87,-5,,2011/3/14至2011-03-20,13630,207055,432,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/14,12:14.7
10,588854,致命请柬,105,1016,4,17,28,9,-77,-71,-77,-3,,2011/3/14至2011-03-20,13630,207055,432,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/14,12:14.7
1,591734,关键第四号,3286,9748,103,16,32,25,-21,-24,-20,9999,,2011/3/7至2011-03-13,12118,208595,385,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/7,12:15.0
2,573890,观音山,3085,5595,93,11,33,20,23,42,28,9999,,2011/3/7至2011-03-13,12118,208595,385,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/7,12:15.1
3,852,寻龙夺宝,1576,1576,51,3,31,26,0,0,0,0,,2011/3/7至2011-03-13,12118,208595,385,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/7,12:15.1
4,590250,致命伴旅,1003,13432,32,29,32,21,-32,-37,-31,9999,,2011/3/7至2011-03-13,12118,208595,385,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/7,12:15.1
5,588593,将爱情进行到底,912,19166,29,30,32,15,-48,-46,-45,-2,,2011/3/7至2011-03-13,12118,208595,385,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/7,12:15.1
6,589663,大人物,557,558,19,3,29,16,0,0,0,0,,2011/3/7至2011-03-13,12118,208595,385,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/7,12:15.1
7,588854,致命请柬,451,911,16,10,28,12,-2,31,5,-1,,2011/3/7至2011-03-13,12118,208595,385,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/7,12:15.1
8,591789,奇袭60阵地,319,319,10,3,33,14,0,0,0,0,,2011/3/7至2011-03-13,12118,208595,385,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/7,12:15.1
9,300005,丛林有情狼,230,1404,7,17,34,12,-51,-50,-46,-4,,2011/3/7至2011-03-13,12118,208595,385,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/7,12:15.2
10,573365,歼十出击,179,179,6,4,28,8,0,0,0,0,,2011/3/7至2011-03-13,12118,208595,385,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/3/7,12:15.2
1,591734,关键第四号,4146,6462,128,9,32,24,79,186,82,2,,2011/2/28至2011-03-06,12064,208121,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/28,12:15.5
2,573890,观音山,2501,2510,72,4,35,22,0,0,0,0,,2011/2/28至2011-03-06,12064,208121,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/28,12:15.5
3,588593,将爱情进行到底,1740,18254,53,23,33,15,-57,-36,-57,-2,,2011/2/28至2011-03-06,12064,208121,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/28,12:15.6
4,590250,致命伴旅,1485,12429,46,22,33,19,-54,-41,-55,-2,,2011/2/28至2011-03-06,12064,208121,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/28,12:15.6
5,300005,丛林有情狼,471,1175,13,10,37,11,-33,8,-31,1,,2011/2/28至2011-03-06,12064,208121,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/28,12:15.6
6,588854,致命请柬,460,460,15,3,30,15,0,0,0,0,,2011/2/28至2011-03-06,12064,208121,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/28,12:15.6
7,338202,青蜂侠,443,13795,12,27,38,13,-70,-60,-70,-3,,2011/2/28至2011-03-06,12064,208121,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/28,12:15.6
8,589812,最强囍事,161,16436,5,35,30,10,-82,-72,-80,-3,,2011/2/28至2011-03-06,12064,208121,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/28,12:15.6
9,588514,我知女人心,150,6455,5,32,32,9,-67,-50,-66,-2,,2011/2/28至2011-03-06,12064,208121,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/28,12:15.7
10,555073,再吻我一次,131,131,4,3,32,9,0,0,0,0,,2011/2/28至2011-03-06,12064,208121,368,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/28,12:15.7
1,588593,将爱情进行到底,4072,16514,122,16,33,22,-58,-19,-54,9999,,2011/2/21至2011-02-27,14429,216096,435,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/21,12:16.2
2,590250,致命伴旅,3256,10944,101,15,32,24,-51,-15,-47,9999,,2011/2/21至2011-02-27,14429,216096,435,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/21,12:16.2
3,591734,关键第四号,2315,2316,71,2,33,37,0,0,0,0,,2011/2/21至2011-02-27,14429,216096,435,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/21,12:16.2
4,338202,青蜂侠,1501,13352,38,20,39,18,-65,-34,-61,-1,,2011/2/21至2011-02-27,14429,216096,435,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/21,12:16.2
5,589812,最强囍事,877,16275,28,28,32,15,-66,-26,-63,-1,,2011/2/21至2011-02-27,14429,216096,435,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/21,12:16.2
6,300005,丛林有情狼,704,704,19,3,38,18,0,0,0,0,,2011/2/21至2011-02-27,14429,216096,435,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/21,12:16.2
7,588514,我知女人心,451,6305,14,25,32,13,-56,-18,-51,-1,,2011/2/21至2011-02-27,14429,216096,435,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/21,12:16.3
8,588420,武林外传,359,18561,11,33,34,10,-68,-33,-65,-3,,2011/2/21至2011-02-27,14429,216096,435,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/21,12:16.3
9,589502,神奇侠侣,262,4949,9,25,30,12,-60,-24,-56,-2,,2011/2/21至2011-02-27,14429,216096,435,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/21,12:16.3
10,590084,我爱HK开心万岁,198,2797,6,28,31,18,-66,-20,-63,-2,,2011/2/21至2011-02-27,14429,216096,435,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/21,12:16.3
1,588593,将爱情进行到底,9782,12442,266,9,37,40,268,274,255,3,,2011/2/14至2011-02-20,28072,246853,771,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/14,12:16.6
2,590250,致命伴旅,6626,7688,191,8,35,39,524,717,517,7,,2011/2/14至2011-02-20,28072,246853,771,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/14,12:16.6
3,338202,青蜂侠,4233,11852,97,13,44,30,-44,-33,-48,-2,,2011/2/14至2011-02-20,28072,246853,771,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/14,12:16.7
4,589812,最强囍事,2572,15398,74,21,35,29,-51,-36,-53,-2,,2011/2/14至2011-02-20,28072,246853,771,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/14,12:16.7
5,588420,武林外传,1110,18203,30,26,37,20,-68,-50,-69,-2,,2011/2/14至2011-02-20,28072,246853,771,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/14,12:16.7
6,588514,我知女人心,1029,5854,29,18,35,22,-54,-47,-56,-1,,2011/2/14至2011-02-20,28072,246853,771,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/14,12:16.7
7,589502,神奇侠侣,652,4688,20,18,33,20,-65,-56,-66,-1,,2011/2/14至2011-02-20,28072,246853,771,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/14,12:16.7
8,590084,我爱HK开心万岁,576,2599,17,21,34,38,-42,-32,-44,2,,2011/2/14至2011-02-20,28072,246853,771,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/14,12:16.7
9,572979,熊猫总动员,446,4453,12,18,36,20,-71,-57,-69,-2,,2011/2/14至2011-02-20,28072,246853,771,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/14,12:16.8
10,589061,我们约会吧,387,455,13,8,31,14,472,431,472,5,,2011/2/14至2011-02-20,28072,246853,771,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/14,12:16.8
1,338202,青蜂侠,7615,7619,185,6,41,38,0,0,0,0,,2011/2/7至2011-02-13,29820,251629,832,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/7,12:17.1
2,589812,最强囍事,5246,12826,156,14,34,40,-31,-19,-30,-1,,2011/2/7至2011-02-13,29820,251629,832,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/7,12:17.1
3,588420,武林外传,3482,17092,96,19,36,31,-42,-28,-42,-1,,2011/2/7至2011-02-13,29820,251629,832,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/7,12:17.1
4,588593,将爱情进行到底,2660,2660,75,2,35,42,0,0,0,0,,2011/2/7至2011-02-13,29820,251629,832,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/7,12:17.1
5,588514,我知女人心,2237,4825,65,11,34,27,-13,4,-10,-1,,2011/2/7至2011-02-13,29820,251629,832,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/7,12:17.1
6,589502,神奇侠侣,1841,4036,58,11,32,26,-16,14,-13,1,,2011/2/7至2011-02-13,29820,251629,832,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/7,12:17.1
7,572979,熊猫总动员,1559,4007,40,11,39,28,-36,-6,-33,-2,,2011/2/7至2011-02-13,29820,251629,832,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/7,12:17.2
8,589926,喜羊羊与灰太狼之兔年顶呱呱,1432,13541,47,24,31,24,-46,-30,-43,-5,,2011/2/7至2011-02-13,29820,251629,832,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/7,12:17.2
9,590250,致命伴旅,1062,1062,31,1,34,52,0,0,0,0,,2011/2/7至2011-02-13,29820,251629,832,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/7,12:17.2
10,590084,我爱HK开心万岁,996,2022,30,14,33,46,-3,-40,-3,-2,,2011/2/7至2011-02-13,29820,251629,832,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/2/7,12:17.2
1,589812,最强囍事,7578,7579,224,7,34,46,0,0,0,21,,2011/1/31至2011-02-06,28660,229275,813,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/31,12:17.5
2,588420,武林外传,6025,13610,167,12,36,39,-20,-22,-22,-1,,2011/1/31至2011-02-06,28660,229275,813,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/31,12:17.6
3,589926,喜羊羊与灰太狼之兔年顶呱呱,2640,12109,83,17,32,30,-39,-51,-42,9999,,2011/1/31至2011-02-06,28660,229275,813,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/31,12:17.6
4,588514,我知女人心,2584,2588,72,4,36,31,0,0,0,0,,2011/1/31至2011-02-06,28660,229275,813,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/31,12:17.6
5,572979,熊猫总动员,2443,2449,61,4,40,39,0,0,0,0,,2011/1/31至2011-02-06,28660,229275,813,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/31,12:17.6
6,573920,新少林寺,2395,20019,65,19,37,28,-66,-65,-67,-4,,2011/1/31至2011-02-06,28660,229275,813,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/31,12:17.6
7,589502,神奇侠侣,2195,2196,66,4,33,34,0,0,0,0,,2011/1/31至2011-02-06,28660,229275,813,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/31,12:17.6
8,590084,我爱HK开心万岁,1027,1027,31,7,33,29,0,0,0,129,,2011/1/31至2011-02-06,28660,229275,813,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/31,12:17.6
9,393712,创战纪,755,11626,15,28,50,34,-48,-65,-54,-5,,2011/1/31至2011-02-06,28660,229275,813,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/31,12:17.7
10,408836,纳尼亚传奇3,485,12114,13,31,39,32,-54,-65,-56,-5,,2011/1/31至2011-02-06,28660,229275,813,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/31,12:17.7
1,588420,武林外传,7579,7585,213,5,36,39,0,0,0,0,,2011/1/24至2011-01-30,22680,223259,654,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/24,12:18.0
2,573920,新少林寺,7118,17625,199,12,36,30,-32,3,-31,-1,,2011/1/24至2011-01-30,22680,223259,654,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/24,12:18.0
3,589926,喜羊羊与灰太狼之兔年顶呱呱,4311,9470,142,10,30,25,-16,69,-15,-1,,2011/1/24至2011-01-30,22680,223259,654,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/24,12:18.0
4,393712,创战纪,1454,10871,33,21,44,27,-51,-57,-52,-1,,2011/1/24至2011-01-30,22680,223259,654,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/24,12:18.0
5,408836,纳尼亚传奇3,1046,11629,28,24,37,25,-53,-53,-51,-1,,2011/1/24至2011-01-30,22680,223259,654,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/24,12:18.0
6,573439,让子弹飞,573,65181,16,46,37,19,-60,-64,-61,-1,,2011/1/24至2011-01-30,22680,223259,654,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/24,12:18.0
7,588459,非诚勿扰2,202,47127,6,40,36,14,-77,-76,-77,-1,,2011/1/24至2011-01-30,22680,223259,654,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/24,12:18.1
8,591772,社区民警故事,188,254,7,21,26,183,185,214,176,9999,,2011/1/24至2011-01-30,22680,223259,654,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/24,12:18.1
9,592163,老夫子之小水虎传奇,129,129,4,4,29,7,0,0,0,0,,2011/1/24至2011-01-30,22680,223259,654,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/24,12:18.1
10,589385,午夜心跳,11,3053,0,38,27,16,-88,-91,-87,-3,,2011/1/24至2011-01-30,22680,223259,654,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/24,12:18.1
1,573920,新少林寺,10506,10506,289,5,36,45,0,0,0,0,,2011/1/17至2011-01-23,23471,198669,659,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/17,12:18.5
2,589926,喜羊羊与灰太狼之兔年顶呱呱,5158,5159,167,3,31,49,0,0,0,0,,2011/1/17至2011-01-23,23471,198669,659,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/17,12:18.5
3,393712,创战纪,2997,9417,68,14,44,24,-53,-46,-54,-2,,2011/1/17至2011-01-23,23471,198669,659,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/17,12:18.5
4,408836,纳尼亚传奇3,2203,10583,58,17,38,24,-44,-39,-44,-2,,2011/1/17至2011-01-23,23471,198669,659,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/17,12:18.5
5,573439,让子弹飞,1443,64608,40,39,36,18,-54,-45,-53,-2,,2011/1/17至2011-01-23,23471,198669,659,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/17,12:18.5
6,588459,非诚勿扰2,868,46926,24,33,36,14,-62,-51,-61,-2,,2011/1/17至2011-01-23,23471,198669,659,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/17,12:18.5
7,589385,午夜心跳,93,3042,3,31,28,12,-53,-47,-50,-2,,2011/1/17至2011-01-23,23471,198669,659,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/17,12:18.6
8,591772,社区民警故事,66,66,3,14,25,209,0,0,0,0,,2011/1/17至2011-01-23,23471,198669,659,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/17,12:18.6
9,572857,一路有你,21,719,1,24,27,6,-67,-59,-66,-3,,2011/1/17至2011-01-23,23471,198669,659,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/17,12:18.6
10,573862,赵氏孤儿,18,18223,1,51,22,35,-29,-53,15,-1,,2011/1/17至2011-01-23,23471,198669,659,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/17,12:18.6
1,393712,创战纪,6410,6420,147,7,44,28,0,0,0,12,,2011/1/10至2011-01-16,16292,184065,414,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/10,12:19.2
2,408836,纳尼亚传奇3,3968,8381,103,10,39,26,-10,31,-2,1,,2011/1/10至2011-01-16,16292,184065,414,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/10,12:19.2
3,573439,让子弹飞,3146,63165,86,32,37,20,-52,-34,-51,-2,,2011/1/10至2011-01-16,16292,184065,414,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/10,12:19.2
4,588459,非诚勿扰2,2298,46058,61,26,37,18,-58,-42,-57,-2,,2011/1/10至2011-01-16,16292,184065,414,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/10,12:19.2
5,589385,午夜心跳,199,2949,7,24,30,12,-63,-47,-61,-1,,2011/1/10至2011-01-16,16292,184065,414,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2011/1/10,12:19.3
